,TechScore,Seniority,Gender,DegreeType,Age,Department_HR,Department_IT,Risk
8072,69,0,0,1,22,0,1,0.059605933739461416
8073,67,17,1,1,39,0,1,0.23689239714035218
8074,91,12,0,1,49,1,0,0.07965896918377714
8075,49,0,0,0,22,1,0,0.17032810471763993
8076,78,18,1,1,80,1,0,0.9194210806765004
8077,52,14,0,1,37,0,0,0.48413503240632666
8078,98,12,0,1,43,0,1,0.046887693094869516
8079,36,0,1,1,22,0,1,0.3899211137188816
8080,69,2,0,0,80,0,1,0.9963765948494062
8081,65,0,1,1,22,1,0,0.05339703350930955
8082,67,16,0,1,44,0,1,0.346110969086501
8083,90,2,1,1,44,0,0,0.05393368237780126
8084,72,0,0,1,28,0,0,0.06457033239782804
8085,87,0,0,1,22,0,1,0.020241911432046896
8086,27,8,0,0,43,0,1,0.999552029119681
8087,36,19,1,1,44,0,1,0.9955849319048808
8088,58,2,1,1,28,1,0,0.12123733131449238
8089,62,0,0,0,22,1,0,0.07808162067762954
8090,36,0,1,0,22,0,0,0.3899211137188816
8091,28,6,0,0,71,1,0,0.9999994195369291
8092,69,0,0,0,26,1,0,0.06521927427644579
8093,62,0,0,1,22,1,0,0.0706511881863354
8094,73,13,0,0,38,0,1,0.17551455335976968
8095,61,5,1,0,37,1,0,0.20391123140737719
8096,38,1,1,0,34,0,0,0.6999263609063854
8097,45,17,1,1,51,0,0,0.9843458728826024
8098,88,0,1,1,70,0,0,0.2779449974730813
8099,65,0,0,0,22,0,0,0.07577396616544713
8100,37,0,0,1,22,0,1,0.40567231589546193
8101,99,7,0,1,46,0,1,0.04783488709813343
8102,28,3,1,0,80,0,0,0.9999999589895135
8103,51,10,0,0,54,0,1,0.9827827106404472
8104,56,0,0,0,22,0,1,0.1437021885064054
8105,77,14,0,1,53,1,0,0.2441009507684493
8106,87,19,1,1,44,1,0,0.07808162067762951
8107,76,1,0,1,40,0,0,0.10645821323474917
8108,41,7,0,0,29,1,0,0.47944225470272234
8109,48,0,1,0,46,0,1,0.8126152000944027
8110,89,0,1,1,22,0,0,0.01469864450288483
8111,70,0,1,1,22,0,1,0.050792830430548344
8112,61,0,1,1,22,1,0,0.06788091980510215
8113,48,0,0,0,27,0,1,0.31329670561701106
8114,67,4,0,0,32,0,0,0.13265437522148338
8115,74,0,0,1,22,0,1,0.0441571669370476
8116,80,15,0,1,66,1,0,0.45211697646808474
8117,70,9,1,1,50,0,1,0.32603902092633286
8118,100,2,1,1,39,0,1,0.024233967805179713
8119,76,10,1,1,68,0,0,0.6081296190985287
8120,41,5,0,1,43,0,0,0.9162210796519834
8121,34,0,0,0,25,0,0,0.5752165431164245
8122,41,6,0,0,34,0,0,0.7115691653278989
8123,48,3,0,0,38,0,0,0.5752165431164246
8124,28,17,0,0,51,0,1,0.9999776683344898
8125,65,10,0,1,80,0,0,0.9986578318166389
8126,73,6,1,0,36,1,0,0.0953690117366021
8127,60,0,0,1,33,0,1,0.19788668727104994
8128,92,4,0,1,67,1,0,0.18823816671072802
8129,72,11,1,0,48,1,0,0.22989594690234758
8130,57,0,0,0,22,1,0,0.10539895037218695
8131,26,2,1,0,25,0,0,0.8126152000944027
8132,52,5,1,1,55,0,0,0.9024851434336197
8133,59,8,1,1,40,0,0,0.307110660135694
8134,64,0,1,1,31,1,0,0.09729557742507763
8135,41,0,1,0,22,0,0,0.2892669037095819
8136,32,12,1,0,58,0,1,0.9999753198666148
8137,54,0,0,0,22,0,1,0.16202213262900686
8138,76,8,0,1,67,0,1,0.6650604423820059
8139,87,9,0,1,57,0,0,0.17905955521667122
8140,100,4,1,1,58,0,1,0.07886635166450538
8141,62,0,1,1,26,0,0,0.09442008148053382
8142,99,0,0,1,29,0,0,0.013568559010952877
8143,50,0,0,0,22,0,1,0.20595982881390143
8144,64,17,1,1,41,1,0,0.24902757761125333
8145,70,0,0,1,22,0,0,0.050792830430548344
8146,28,12,0,0,54,0,0,0.9999753198666148
8147,49,13,0,0,80,1,0,0.9999894508952559
8148,60,0,0,0,22,0,0,0.10228397769281868
8149,60,0,0,1,60,0,1,0.8705505632961241
8150,14,0,1,0,22,0,1,0.9827827106404472
8151,88,0,1,1,22,0,0,0.015607557917091893
8152,25,9,1,0,42,1,0,0.9982785865821749
8153,80,0,0,1,22,0,0,0.027875698161407773
8154,83,16,1,1,39,0,0,0.0804595524874383
8155,71,19,1,0,48,1,0,0.2863943079295397
8156,39,0,1,0,22,0,1,0.36015685023570293
8157,22,0,0,0,22,0,1,0.909540823085079
8158,48,14,1,0,39,0,0,0.6766537921970365
8159,58,0,0,0,22,0,1,0.12745311257782097
8160,56,0,1,1,22,0,1,0.11765431252472892
8161,72,5,1,1,58,1,0,0.3359283383841722
8162,46,0,1,0,22,1,0,0.18451163124535247
8163,55,16,1,0,51,0,0,0.8616730849810414
8164,48,17,0,0,74,0,1,0.9999909202613777
8165,72,19,1,1,56,0,0,0.4565724182820244
8166,41,0,1,0,22,0,0,0.2892669037095819
8167,68,13,0,1,44,0,1,0.307110660135694
8168,81,17,0,0,60,1,0,0.3426837109254814
8169,47,2,0,0,41,1,0,0.6137188908409034
8170,30,0,0,0,22,0,0,0.6081296190985289
8171,26,11,0,0,42,0,0,0.9994530097780195
8172,80,0,0,1,22,1,0,0.023992835798556985
8173,79,0,0,1,22,0,1,0.03271243469394017
8174,60,0,1,1,22,1,0,0.0720784341933063
8175,9,5,1,0,67,0,1,0.9999999966336539
8176,56,12,1,0,65,0,0,0.9934558129890703
8177,75,17,0,1,51,0,0,0.30104511641979714
8178,85,0,0,1,22,0,1,0.022822691396829138
8179,57,4,1,1,72,1,0,0.9916432356686808
8180,38,9,0,0,31,1,0,0.6592818021525414
8181,51,0,0,1,22,0,1,0.17551455335976962
8182,36,18,1,0,44,0,0,0.9951273409215075
8183,81,2,0,0,50,1,0,0.13945538507006738
8184,70,0,0,0,22,0,1,0.06203849597491823
8185,42,0,0,0,22,0,1,0.332599675239273
8186,42,11,1,0,38,0,1,0.8616730849810417
8187,43,9,0,0,76,1,0,0.999991363073982
8188,63,12,0,1,67,0,1,0.9827827106404472
8189,56,1,1,1,39,1,0,0.2591795954306246
8190,74,0,0,1,31,1,0,0.05901284522231144
8191,66,15,1,1,80,0,0,0.9981908057345916
8192,26,0,0,0,33,0,0,0.977160946945837
8193,28,0,0,0,22,0,0,0.6766537921970363
8194,70,8,1,1,70,1,0,0.7746133468845277
8195,46,0,1,1,22,0,0,0.19396938858425106
8196,79,0,0,1,26,0,1,0.041585654086766656
8197,89,16,0,1,68,0,0,0.3530659964357553
8198,100,0,1,1,29,0,1,0.012778387648665025
8199,37,2,1,0,33,0,1,0.7690092065022304
8200,35,0,0,0,22,0,0,0.4565724182820242
8201,67,0,1,1,22,0,1,0.060810052512160324
8202,37,0,0,0,28,0,0,0.5752165431164245
8203,76,0,1,1,25,0,0,0.03838839737747846
8204,66,5,1,1,28,1,0,0.07965896918377717
8205,48,14,0,0,80,0,0,0.9999966596933152
8206,50,5,1,0,40,0,1,0.5970359516648929
8207,58,15,0,0,53,1,0,0.7966226293468656
8208,45,0,1,0,70,0,0,0.9998177233236575
8209,67,1,0,1,51,0,1,0.3899211137188818
8210,39,18,0,0,68,0,1,0.9999966596933152
8211,63,14,0,1,49,1,0,0.44332396908209
8212,57,0,0,1,22,0,1,0.12245575386107728
8213,42,0,1,0,34,1,0,0.47944225470272234
8214,12,1,1,0,37,0,0,0.9998350606617233
8215,65,3,0,0,72,0,1,0.9893446198304883
8216,84,0,1,1,22,1,0,0.01707738850252391
8217,34,0,1,0,22,0,0,0.4389861701621981
8218,96,6,0,1,76,1,0,0.26440886650878787
8219,53,1,1,0,80,0,1,0.9999450783363327
8220,30,7,0,0,49,0,0,0.9996680194349377
8221,43,13,0,0,43,0,1,0.9698677838298122
8222,65,17,0,1,61,0,0,0.8705505632961241
8223,53,5,1,1,53,0,1,0.8705505632961241
8224,62,0,0,1,29,1,0,0.1075281209880507
8225,41,5,1,0,30,0,0,0.5131208678216869
8226,82,0,1,0,23,1,0,0.022595601824503982
8227,70,16,0,1,44,0,1,0.2892669037095819
8228,54,0,0,1,22,0,1,0.14660497631018649
8229,81,7,1,1,38,1,0,0.06142120317658617
8230,67,11,0,1,53,0,0,0.4841350324063268
8231,44,0,1,0,25,0,1,0.3196054297484027
8232,47,8,0,0,45,0,0,0.8872506331233826
8233,35,1,0,0,29,1,0,0.6025682726166686
8234,71,0,1,1,64,1,0,0.4610672828319746
8235,56,0,0,1,52,1,0,0.6025682726166686
8236,10,1,0,0,23,0,0,0.9963765948494062
8237,86,6,1,1,31,0,1,0.037628256239481864
8238,37,11,0,0,80,1,0,0.9999996479311094
8239,56,0,1,0,32,1,0,0.18451163124535241
8240,86,19,1,1,66,1,0,0.3101884844113246
8241,74,0,0,1,22,0,0,0.03995505744696089
8242,69,5,0,1,48,1,0,0.2441009507684493
8243,57,7,0,1,45,0,1,0.5539324366133592
8244,55,18,0,0,42,0,0,0.6420404926382316
8245,57,0,1,1,22,1,0,0.08629350391461932
8246,78,8,0,1,60,0,1,0.39772266809731627
8247,70,0,0,1,22,1,0,0.04371779585644821
8248,54,13,0,0,55,1,0,0.9313007504102581
8249,39,0,1,0,22,0,1,0.36015685023570293
8250,51,0,1,0,22,0,1,0.17551455335976962
8251,63,0,0,1,52,0,0,0.4656016478888595
8252,47,0,0,0,22,1,0,0.19203987525706936
8253,82,6,1,1,37,1,0,0.05339703350930959
8254,80,0,0,1,22,0,1,0.03080741086176482
8255,54,0,1,1,22,0,0,0.12003103037855374
8256,56,18,0,1,52,0,0,0.8790800359626473
8257,45,3,1,0,27,0,1,0.36015685023570293
8258,65,16,1,1,45,1,0,0.29216801690723426
8259,73,19,1,0,66,0,1,0.8524610381861584
8260,40,1,1,1,44,1,0,0.8280764572388363
8261,89,3,0,1,32,0,0,0.03142976182558126
8262,28,0,0,0,25,1,0,0.694103018754087
8263,39,5,1,0,28,0,0,0.5131208678216869
8264,65,5,1,1,62,0,0,0.7231898665350865
8265,50,0,1,1,22,0,0,0.15258758130739972
8266,53,0,0,1,22,0,1,0.15566978407400886
8267,40,0,1,0,22,0,1,0.3392895920751656
8268,43,12,1,0,52,0,1,0.9960000676736798
8269,35,0,1,0,74,1,0,0.9999942104458985
8270,52,2,0,1,45,0,0,0.6081296190985289
8271,77,4,1,1,26,0,0,0.041585654086766656
8272,58,18,0,1,41,0,0,0.4656016478888595
8273,40,0,0,0,22,0,1,0.37475462563138967
8274,65,0,0,1,22,0,1,0.07577396616544713
8275,79,1,1,1,75,0,1,0.6999263609063858
8276,39,0,0,0,22,1,0,0.31018848441132474
8277,36,0,1,0,22,0,1,0.4304272964893086
8278,33,13,1,0,71,0,0,0.9999989939119152
8279,27,12,0,0,47,1,0,0.9996841949852869
8280,29,3,1,0,80,0,0,0.999999944641636
8281,84,0,0,1,22,0,1,0.024233967805179713
8282,65,8,0,1,37,0,1,0.21869000258754626
8283,71,11,0,1,77,0,1,0.9893446198304883
8284,51,10,0,1,38,0,1,0.5539324366133592
8285,31,18,1,0,71,1,0,0.9999992910210775
8286,47,11,0,0,45,1,0,0.8477344134123138
8287,56,0,1,1,31,0,1,0.20188297497314178
8288,75,0,1,1,23,1,0,0.031117030479501394
8289,58,0,0,0,22,1,0,0.09926106026361195
8290,63,0,1,0,65,0,1,0.9162210796519834
8291,47,8,1,0,60,1,0,0.9937690612551958
8292,65,11,1,1,69,1,0,0.9129277864682868
8293,73,13,0,1,47,1,0,0.21222969370459197
8294,52,3,1,0,30,1,0,0.2208867406987616
8295,20,5,0,0,34,0,0,0.9981908057345916
8296,80,2,1,1,28,0,0,0.037628256239481864
8297,83,0,1,1,22,0,0,0.021067999505552243
8298,58,5,1,1,33,0,0,0.20188297497314195
8299,56,8,1,1,38,1,0,0.28073361610293557
8300,24,6,0,0,46,1,0,0.9996841949852869
8301,82,2,0,1,37,0,0,0.0632917555034262
8302,61,4,1,0,65,0,1,0.9638880245948129
8303,63,12,1,0,47,0,0,0.4389861701621981
8304,61,11,1,0,46,0,0,0.4565724182820242
8305,40,0,1,0,22,0,1,0.3392895920751656
8306,66,2,1,0,60,0,1,0.6999263609063854
8307,35,15,1,0,54,0,0,0.9997539992727994
8308,31,18,1,0,65,0,1,0.9999987711620595
8309,82,0,0,1,33,1,0,0.041171869964900375
8310,67,0,0,1,22,1,0,0.05233970183676891
8311,95,0,1,1,22,0,0,0.010254896296171418
8312,27,3,0,0,31,0,1,0.97493390287183
8313,63,0,0,0,22,1,0,0.07353451214189337
8314,87,0,1,1,28,0,1,0.026252343900218557
8315,48,0,1,0,24,0,0,0.2143616911823068
8316,36,7,1,0,54,0,0,0.9992620637236066
8317,83,14,0,1,42,1,0,0.08803673946835368
8318,68,13,0,1,46,1,0,0.26974294776235125
8319,67,0,0,1,22,1,0,0.05233970183676891
8320,63,3,1,1,57,0,0,0.5970359516648929
8321,74,0,1,1,22,1,0,0.031117030479501394
8322,73,0,1,1,22,1,0,0.033041200115652446
8323,65,0,0,0,22,0,0,0.07577396616544713
8324,57,8,1,0,31,1,0,0.19203987525706942
8325,75,0,1,1,22,0,0,0.03404745442304208
8326,100,9,1,1,39,0,0,0.025222974783727127
8327,71,0,0,1,22,1,0,0.04117186996490035
8328,45,19,0,0,47,0,1,0.9903295917351875
8329,76,0,1,1,39,0,0,0.08892151858753417
8330,14,0,0,0,43,0,0,0.9999666861674956
8331,40,0,0,1,35,0,0,0.6535177386547506
8332,45,0,1,0,22,0,0,0.22760986975239825
8333,34,17,1,0,53,0,0,0.999798564699968
8334,74,0,1,1,33,0,0,0.06994819831911443
8335,49,15,0,1,64,1,0,0.9982785865821749
8336,96,4,0,1,60,1,0,0.09729557742507768
8337,70,0,1,1,28,1,0,0.05669891993509356
8338,100,3,0,1,71,0,1,0.18636559528665286
8339,83,12,0,1,80,0,0,0.8524610381861584
8340,68,13,1,1,70,0,1,0.9568740723929057
8341,61,0,1,0,22,1,0,0.07502000443256923
8342,68,14,1,1,41,0,0,0.21436169118230675
8343,59,12,1,1,50,0,1,0.6535177386547506
8344,84,0,1,1,22,0,1,0.02192780087202848
8345,92,0,1,1,22,0,0,0.012277339902383493
8346,83,6,1,1,38,0,0,0.06203849597491828
8347,40,0,0,0,33,0,1,0.6999263609063856
8348,83,0,0,1,31,0,0,0.03995505744696089
8349,64,4,1,1,37,1,0,0.15106943139362514
8350,65,0,0,1,34,1,0,0.12123733131449234
8351,38,10,1,0,32,1,0,0.6477700606736081
8352,72,0,1,1,49,0,1,0.22760986975239833
8353,34,0,1,0,22,1,0,0.3784922889538971
8354,35,0,1,0,22,0,0,0.4137718612115758
8355,32,0,0,0,22,0,0,0.5435044035125175
8356,55,6,1,0,80,0,0,0.999899939756483
8357,55,13,1,1,64,0,1,0.9940675830364271
8358,58,0,1,0,35,0,0,0.22760986975239833
8359,64,2,1,1,76,1,0,0.9760714480866252
8360,70,0,0,1,30,0,0,0.08208493744357148
8361,74,0,0,1,22,0,0,0.03995505744696089
8362,86,14,1,1,58,0,1,0.22310548637501573
8363,67,17,1,0,50,1,0,0.3938034957589871
8364,36,0,0,0,77,1,0,0.9999980728025215
8365,36,1,0,0,42,0,0,0.9725076359375157
8366,37,9,1,0,63,1,0,0.9998837522291929
8367,78,1,0,1,56,0,1,0.2724499198782099
8368,37,0,0,0,22,0,0,0.40567231589546193
8369,84,19,1,1,64,0,0,0.3601568502357028
8370,64,18,0,1,49,0,1,0.5752165431164245
8371,50,14,1,0,56,0,0,0.9870755352300367
8372,33,1,1,0,34,0,1,0.9024851434336197
8373,24,12,1,0,50,0,1,0.9999753198666148
8374,41,0,1,0,22,0,0,0.2892669037095819
8375,54,7,0,0,43,0,0,0.5860624422193738
8376,64,16,1,1,69,1,0,0.9549448257322266
8377,40,0,1,0,22,0,0,0.3071106601356939
8378,44,0,0,0,22,0,1,0.2950979124062405
8379,32,0,0,0,22,1,0,0.47017557374526875
8380,73,1,1,0,40,0,0,0.12745311257782102
8381,33,0,1,0,23,1,0,0.4262059105533117
8382,55,15,0,0,63,0,0,0.9960000676736798
8383,80,17,0,0,41,0,1,0.14956638022622123
8384,68,8,0,0,47,0,0,0.3325996752392731
8385,26,0,0,0,22,1,0,0.6592818021525415
8386,61,0,1,1,23,0,1,0.09255045181967803
8387,46,0,0,1,26,0,0,0.27244991987820977
8388,46,1,0,0,25,0,0,0.2892669037095819
8389,44,0,1,1,22,1,0,0.18823816671072807
8390,39,17,0,0,67,1,0,0.9999826078236813
8391,76,18,0,1,50,0,1,0.30104511641979725
8392,38,0,0,1,22,0,0,0.34611096908650074
8393,51,3,1,1,37,0,1,0.4137718612115759
8394,63,0,1,1,22,1,0,0.06020498286825429
8395,75,0,1,1,22,1,0,0.02930491574037102
8396,52,9,1,1,40,1,0,0.4097032426493993
8397,36,0,0,0,22,0,0,0.4304272964893086
8398,42,0,0,0,22,1,0,0.2591795954306246
8399,63,4,1,0,54,1,0,0.4888674135439805
8400,40,9,1,0,46,0,1,0.9870755352300367
8401,70,0,0,1,22,1,0,0.04371779585644821
8402,49,8,0,0,40,0,0,0.6650604423820063
8403,74,0,0,1,36,1,0,0.07965896918377717
8404,83,1,0,1,31,0,0,0.04076220306092994
8405,67,0,1,1,26,0,0,0.06994819831911446
8406,47,3,0,0,37,0,0,0.5752165431164245
8407,61,9,0,0,39,1,0,0.27518385119604843
8408,69,0,0,1,22,0,1,0.059605933739461416
8409,56,4,1,1,29,0,1,0.19396938858425092
8410,71,4,1,1,44,1,0,0.1510694313936251
8411,45,0,0,0,22,0,1,0.27794499747308127
8412,49,0,0,0,27,1,0,0.2298959469023475
8413,21,6,0,0,56,1,0,0.9999936015648663
8414,72,3,0,1,70,0,0,0.7911876300677029
8415,67,9,0,0,34,0,1,0.1826760908964205
8416,63,16,0,0,55,0,0,0.7911876300677029
8417,22,17,1,0,73,0,0,0.9999999863487938
8418,22,1,1,0,41,0,1,0.9993955865452797
8419,44,7,0,0,45,1,0,0.8911986862236487
8420,58,0,1,1,58,1,0,0.6824644575781639
8421,23,5,0,0,47,0,0,0.9999094591615494
8422,18,4,0,0,37,0,0,0.999552029119681
8423,76,13,1,1,75,0,1,0.909540823085079
8424,49,0,1,0,22,0,1,0.19788668727104994
8425,72,0,1,1,22,1,0,0.03508435372784325
8426,35,0,1,0,22,0,1,0.4565724182820242
8427,88,3,0,1,26,0,1,0.025732512668293787
8428,57,2,1,1,53,0,0,0.6535177386547506
8429,30,11,1,0,54,1,0,0.9998266084389422
8430,79,13,0,1,73,0,1,0.8229865699586043
8431,60,0,1,0,22,0,1,0.10228397769281868
8432,65,9,1,1,46,0,1,0.34611096908650063
8433,78,5,1,1,34,0,1,0.07136124314416521
8434,45,8,1,0,65,1,0,0.9992243168763199
8435,59,0,0,0,33,0,0,0.21011885541313655
8436,38,0,0,0,22,0,1,0.42202299914686014
8437,52,0,0,1,23,1,0,0.136694120653043
8438,57,5,1,0,30,0,1,0.2186900025875463
8439,34,5,1,0,31,0,1,0.833098788274662
8440,17,0,0,0,22,0,1,0.97493390287183
8441,59,6,1,0,35,0,1,0.2670626807647438
8442,44,2,0,0,31,0,0,0.4747891020690956
8443,83,6,0,1,59,0,0,0.24167414874703733
8444,21,3,0,0,34,0,0,0.9970275754929983
8445,51,7,1,1,39,1,0,0.393803495758987
8446,46,0,1,0,22,0,0,0.2143616911823068
8447,60,1,1,0,36,0,1,0.24167414874703724
8448,72,18,1,1,71,1,0,0.8477344134123141
8449,79,0,0,1,22,0,1,0.03271243469394017
8450,82,0,1,1,22,0,1,0.02472352642466292
8451,38,17,1,0,60,0,1,0.9999503040445016
8452,55,0,1,1,49,0,1,0.6193349159530437
8453,33,13,0,0,57,1,0,0.9999138737495508
8454,82,12,1,1,49,0,1,0.15881421693792255
8455,32,0,1,0,33,1,0,0.7746133468845277
8456,61,1,0,1,59,1,0,0.6824644575781639
8457,43,0,1,0,22,0,0,0.2566036426497901
8458,64,11,0,1,80,0,0,0.9990991236731036
8459,39,6,0,0,62,1,0,0.9997659884498042
8460,43,0,1,0,22,0,1,0.2835499660749407
8461,82,7,1,0,50,0,0,0.15258758130739977
8462,64,0,1,0,22,0,0,0.07280283304774321
8463,40,0,1,0,22,0,1,0.3392895920751656
8464,56,4,0,0,76,0,1,0.999798564699968
8465,31,18,0,0,76,0,1,0.9999999725098477
8466,50,0,0,0,22,0,0,0.1863655952866528
8467,47,0,1,0,22,0,1,0.22310548637501587
8468,39,0,0,0,22,1,0,0.31018848441132474
8469,62,1,1,1,61,0,1,0.8020075880293986
8470,86,0,0,1,22,1,0,0.01673923355418071
8471,52,9,1,0,56,0,0,0.9638880245948129
8472,49,0,0,0,22,0,0,0.19788668727104994
8473,82,19,1,1,61,1,0,0.29216801690723426
8474,54,0,0,0,22,0,0,0.14660497631018649
8475,52,0,0,1,22,0,1,0.16529480862297674
8476,38,0,0,0,22,0,0,0.3822657569393592
8477,41,0,0,0,22,0,0,0.3196054297484027
8478,47,5,1,0,63,1,0,0.9965514907847434
8479,40,16,0,0,46,0,0,0.9934558129890703
8480,64,11,0,1,34,0,1,0.2059598288139015
8481,87,9,1,1,55,1,0,0.12368641972409035
8482,20,2,0,0,48,1,0,0.9999220678299325
8483,45,5,0,0,39,0,0,0.7347671073220604
8484,69,0,0,1,22,1,0,0.04642115285606957
8485,53,6,0,1,50,1,0,0.705749236894973
8486,66,0,1,0,22,0,0,0.064570332397828
8487,68,11,0,1,63,0,0,0.780179876532184
8488,63,18,0,1,53,0,1,0.746278448194991
8489,29,5,0,0,29,1,0,0.8477344134123138
8490,68,5,0,1,40,1,0,0.16041016017283724
8491,19,17,0,0,39,1,0,0.9998083831695583
8492,42,0,1,0,22,0,1,0.30104511641979725
8493,90,0,0,1,27,1,0,0.017774329947352934
8494,68,0,1,0,22,0,1,0.0632917555034262
8495,44,1,1,0,30,1,0,0.3426837109254815
8496,59,0,0,0,38,0,0,0.2835499660749408
8497,75,0,1,1,28,0,0,0.048801215660457344
8498,56,4,0,0,43,1,0,0.4262059105533116
8499,57,12,1,1,43,0,0,0.4477008632343284
8500,58,15,0,1,73,0,1,0.9995049855325631
8501,61,5,1,1,31,0,0,0.14956638022622123
8502,40,0,0,0,37,0,0,0.7801798765321838
8503,61,0,0,1,38,0,1,0.25152787625843925
8504,70,0,0,1,28,0,0,0.07280283304774321
8505,49,13,1,1,72,0,1,0.9999094591615494
8506,35,12,1,0,46,0,0,0.9963765948494062
8507,66,6,0,1,35,0,0,0.15881421693792255
8508,30,0,1,0,80,1,0,0.9999997864593347
8509,60,11,0,0,39,1,0,0.30406296106894676
8510,50,0,0,1,24,1,0,0.16365029476754903
8511,43,12,0,0,73,0,0,0.9999925661020546
8512,43,17,1,0,58,0,1,0.9995946073690396
8513,53,0,1,1,22,1,0,0.10970029995271927
8514,34,0,0,0,22,0,0,0.48413503240632666
8515,52,0,1,0,37,0,0,0.3673856850901892
8516,33,2,1,0,38,1,0,0.906059964452452
8517,63,0,1,0,22,0,1,0.08543487319192064
8518,32,0,0,0,22,0,0,0.5435044035125175
8519,58,0,1,1,22,0,0,0.0944200814805338
8520,73,3,1,1,49,1,0,0.17727820117027002
8521,42,8,0,1,72,0,1,0.9999889100490842
8522,35,0,0,0,22,0,0,0.4565724182820242
8523,25,2,0,0,55,1,0,0.9999572254064719
8524,43,3,1,0,46,0,0,0.922528314994898
8525,98,0,0,1,22,1,0,0.00814785969762147
8526,69,16,1,1,48,1,0,0.2751838511960486
8527,28,0,0,0,50,0,1,0.9998350606617233
8528,48,11,0,0,67,1,0,0.9995290935889088
8529,63,0,0,1,22,1,0,0.06653678936094545
8530,34,0,0,0,22,0,0,0.48413503240632666
8531,81,3,1,1,48,1,0,0.10331193689849112
8532,63,3,0,1,53,0,1,0.5752165431164245
8533,68,3,1,1,41,0,0,0.17203967772179563
8534,52,6,1,1,47,0,1,0.7231898665350868
8535,69,0,0,1,24,0,1,0.06720549431256324
8536,79,0,1,1,22,1,0,0.02305206325721398
8537,40,8,0,0,41,0,0,0.944152985531142
8538,85,3,1,1,27,0,1,0.02959943503338943
8539,46,4,0,0,32,1,0,0.40167886522011137
8540,38,12,0,0,39,0,1,0.97493390287183
8541,37,7,1,0,53,0,0,0.9986578318166389
8542,48,0,1,0,22,0,1,0.21011885541313655
8543,28,0,0,0,22,0,0,0.6766537921970363
8544,69,0,1,1,22,0,1,0.05393368237780127
8545,46,3,0,0,46,0,1,0.9284672848786959
8546,65,0,1,0,22,0,1,0.07577396616544713
8547,59,11,1,0,52,0,0,0.7115691653278992
8548,16,0,1,0,53,1,0,0.9999894508952559
8549,79,0,0,1,22,0,0,0.02959943503338943
8550,58,0,0,0,42,1,0,0.32930332775082555
8551,70,19,0,1,68,0,0,0.9284672848786957
8552,68,0,0,1,25,0,0,0.06856313337768495
8553,70,8,1,1,54,0,0,0.3673856850901893
8554,39,0,1,0,22,0,1,0.36015685023570293
8555,59,17,1,1,56,0,0,0.8524610381861584
8556,50,0,1,1,25,0,1,0.20188297497314187
8557,76,0,0,1,22,0,0,0.0354369573255317
8558,65,0,0,1,22,0,1,0.07577396616544713
8559,59,15,1,0,42,1,0,0.3784922889538971
8560,54,8,1,0,49,1,0,0.6592818021525416
8561,88,0,0,1,24,1,0,0.01673923355418072
8562,53,14,0,0,58,0,1,0.9934558129890703
8563,36,0,1,0,22,0,0,0.3899211137188816
8564,46,16,0,0,44,1,0,0.8911986862236487
8565,64,3,0,0,67,0,1,0.9669995915891734
8566,99,7,0,1,47,1,0,0.03955749802209152
8567,42,0,1,0,22,1,0,0.23453698512080798
8568,58,5,0,0,80,0,0,0.9998350606617233
8569,86,0,0,1,37,1,0,0.04117186996490035
8570,38,11,1,0,48,1,0,0.9888163714034682
8571,56,2,0,0,34,1,0,0.23927137492814712
8572,30,14,0,0,39,0,1,0.9980016689164191
8573,61,12,1,1,67,0,0,0.97493390287183
8574,67,0,1,1,28,0,0,0.07886635166450547
8575,39,16,1,0,42,0,1,0.9843458728826026
8576,78,0,0,1,22,0,1,0.03473525859345873
8577,95,19,0,1,41,0,1,0.057268753209825496
8578,30,0,0,0,22,0,0,0.6081296190985289
8579,26,16,1,0,57,1,0,0.999987115384648
8580,41,2,1,0,52,0,1,0.9940675830364271
8581,39,7,1,0,45,0,0,0.97493390287183
8582,68,9,1,0,53,0,1,0.4841350324063265
8583,26,6,1,0,70,1,0,0.9999992910210775
8584,63,8,0,1,57,1,0,0.6249764488577275
8585,65,9,1,1,46,0,0,0.3132967056170108
8586,19,5,0,0,40,1,0,0.9995290935889088
8587,60,0,0,1,22,1,0,0.07965896918377717
8588,49,9,1,0,44,1,0,0.6708517655015831
8589,85,18,0,1,73,0,0,0.6193349159530437
8590,45,2,0,0,42,0,0,0.8020075880293981
8591,49,0,1,0,60,0,0,0.9882628587457177
8592,34,0,1,0,32,1,0,0.6708517655015831
8593,60,0,1,1,22,0,1,0.09255045181967807
8594,72,12,1,0,62,0,0,0.6193349159530437
8595,45,11,0,0,34,0,1,0.6882816114167376
8596,42,15,1,0,43,1,0,0.9129277864682868
8597,44,14,1,0,40,0,0,0.8429302632536113
8598,66,0,1,1,80,1,0,0.9835819650226829
8599,56,0,0,0,22,0,0,0.13002774425825922
8600,47,3,1,0,62,1,0,0.9943520457857026
8601,39,0,1,0,22,0,1,0.36015685023570293
8602,36,0,1,0,29,0,0,0.5860624422193738
8603,38,0,1,0,22,0,1,0.3822657569393592
8604,37,0,1,0,22,0,0,0.3673856850901893
8605,58,17,1,0,46,0,0,0.6081296190985289
8606,78,19,1,1,44,1,0,0.13398751741853457
8607,30,5,0,0,35,1,0,0.9508624955012596
8608,33,17,1,0,62,1,0,0.9999787573932628
8609,51,5,0,0,44,1,0,0.6137188908409036
